execution_delay_days,cagr,cumulative_return,annual_volatility,sharpe_zero_rf,sharpe_bil_rf,max_drawdown,daily_corr_qqq,observations,turnover_per_year,calmar
1,0.18060189451368092,10.292233234242843,0.15369886090419516,1.1601401570378747,1.0618741037466501,-0.16883284862780745,0.7300346381137967,3671,13.284168869574499,1.0697082705263024
2,0.17764677827187336,9.886486923093456,0.15371066491681104,1.1437097232051672,1.045451988878626,-0.16733406044477128,0.7290865470115963,3671,13.33908578594606,1.0616295200133854
3,0.1776500677155579,9.886930924934845,0.153753787990617,1.1434512273810413,1.045215126123865,-0.17089466622721794,0.7290487926475517,3671,13.333765709672564,1.039529621593679
