source,scenario,year,observations,partial_year,qqq_return,qqq_mdd,control_current_corridor_return,control_current_corridor_mdd,control_current_corridor_mdd_better,control_current_corridor_return_within_5pp,control_current_corridor_both,v10_preserve_shock_recovery_return,v10_preserve_shock_recovery_mdd,v10_preserve_shock_recovery_mdd_better,v10_preserve_shock_recovery_return_within_5pp,v10_preserve_shock_recovery_both
alpaca_proxy,uniform_25bps,2022,251,False,-0.33070252607766726,-0.35246962756423006,-0.16641021420427182,-0.17487368937808878,True,True,True,-0.14805840816342697,-0.15712129070584857,True,True,True
alpaca_proxy,uniform_25bps,2023,250,False,0.5379299984978212,-0.10908902369471662,0.29170214328014965,-0.12768495756371123,False,False,False,0.3024820639238104,-0.12768495756371046,False,False,False
alpaca_proxy,uniform_25bps,2024,252,False,0.24836393826919134,-0.13557738189915702,0.14409860614908143,-0.12572665482254186,True,False,False,0.15503886160781,-0.11736655921051109,True,False,False
alpaca_proxy,uniform_25bps,2025,250,False,0.2016313596619903,-0.22883303677342826,0.19406540740533051,-0.09968947264034012,True,True,True,0.21580347118011178,-0.09968947264034012,True,True,True
alpaca_proxy,uniform_25bps,2026,151,True,0.17346290960589972,-0.11834749376204157,0.06688803180801983,-0.13534785985168074,False,False,False,0.07670566767841303,-0.13534785985168074,False,False,False
alpaca_proxy,asset_5_10_25bps,2016,252,False,0.08228310502282987,-0.12036529680365304,0.13108602785189238,-0.04588371466161245,True,True,True,0.06539240551361081,-0.04588371466161267,True,True,True
alpaca_proxy,asset_5_10_25bps,2017,251,False,0.31431946671166977,-0.051403496552204886,0.4233531903305996,-0.061587257866272505,False,True,False,0.4233531903305996,-0.061587257866272505,False,True,False
alpaca_proxy,asset_5_10_25bps,2018,251,False,-0.00963020030816697,-0.23155189032879941,0.012613572832927522,-0.15160097244652104,True,True,True,0.0005805850878164431,-0.1577217937822596,True,True,True
alpaca_proxy,asset_5_10_25bps,2019,252,False,0.3782574873590059,-0.10983203390717411,0.11948216532113998,-0.12079788731632035,False,False,False,0.13083492492176108,-0.12079788731632046,False,False,False
alpaca_proxy,asset_5_10_25bps,2020,253,False,0.4756596585297015,-0.2855937209891132,0.40914656094624857,-0.11727166617292939,True,False,False,0.4281159754920538,-0.11727166617292906,True,True,True
alpaca_proxy,asset_5_10_25bps,2021,252,False,0.26808822591955406,-0.10851538118591153,0.25525881525858307,-0.10734418874295126,True,True,True,0.25525881525858307,-0.10734418874295126,True,True,True
alpaca_proxy,asset_5_10_25bps,2022,251,False,-0.33070252607766726,-0.35246962756423006,-0.1510684443818634,-0.1603101966341296,True,True,True,-0.13540828378191772,-0.14489775195386512,True,True,True
alpaca_proxy,asset_5_10_25bps,2023,250,False,0.5379299984978212,-0.10908902369471662,0.31873522069311666,-0.12368932732010651,False,False,False,0.32764376489809055,-0.12368932732010685,False,False,False
alpaca_proxy,asset_5_10_25bps,2024,252,False,0.24836393826919134,-0.13557738189915702,0.1636622644242316,-0.11913940032578152,True,False,False,0.174575324125106,-0.11087851174472108,True,False,False
alpaca_proxy,asset_5_10_25bps,2025,250,False,0.2016313596619903,-0.22883303677342826,0.21620116949060053,-0.09417115404496501,True,True,True,0.23834268847112616,-0.09417115404496501,True,True,True
alpaca_proxy,asset_5_10_25bps,2026,151,True,0.17346290960589972,-0.11834749376204157,0.09159813217955204,-0.12323467277332856,False,False,False,0.1014392900475698,-0.12323467277332856,False,False,False
