date,BOXX,SGOV
2020-09-29,,83.8597259521
2020-09-30,,83.8597259521
2020-10-01,,83.8597183228
2020-10-02,,83.8555297852
2020-10-05,,83.8630676270
2020-10-06,,83.8597183228
2020-10-07,,83.8597183228
2020-10-08,,83.8597183228
2020-10-09,,83.8597183228
2020-10-12,,83.8597183228
2020-10-13,,83.8597183228
2020-10-14,,83.8597183228
2020-10-15,,83.8597183228
2020-10-16,,83.8597183228
2020-10-19,,83.8597183228
2020-10-20,,83.8597183228
2020-10-21,,83.8597183228
2020-10-22,,83.8597183228
2020-10-23,,83.8639450073
2020-10-26,,83.8639450073
2020-10-27,,83.8639450073
2020-10-28,,83.8639450073
2020-10-29,,83.8639450073
2020-10-30,,83.8639450073
2020-11-02,,83.8681259155
2020-11-03,,83.8639068604
2020-11-04,,83.8639068604
2020-11-05,,83.8639068604
2020-11-06,,83.8639068604
2020-11-09,,83.8681259155
2020-11-10,,83.8639068604
2020-11-11,,83.8639068604
2020-11-12,,83.8639068604
2020-11-13,,83.8639068604
2020-11-16,,83.8639068604
2020-11-17,,83.8639068604
2020-11-18,,83.8681259155
2020-11-19,,83.8639068604
2020-11-20,,83.8639068604
2020-11-23,,83.8681259155
2020-11-24,,83.8681259155
2020-11-25,,83.8597335815
2020-11-27,,83.8681259155
2020-11-30,,83.8681259155
2020-12-01,,83.8639068604
2020-12-02,,83.8639068604
2020-12-03,,83.8681182861
2020-12-04,,83.8681182861
2020-12-07,,83.8639068604
2020-12-08,,83.8639068604
2020-12-09,,83.8639068604
2020-12-10,,83.8681182861
2020-12-11,,83.8681182861
2020-12-14,,83.8681182861
2020-12-15,,83.8681182861
2020-12-16,,83.8764801025
2020-12-17,,83.8731155396
2020-12-18,,83.8731155396
2020-12-21,,83.8731155396
2020-12-22,,83.8731155396
2020-12-23,,83.8689651489
2020-12-24,,83.8689651489
2020-12-28,,83.8689651489
2020-12-29,,83.8689651489
2020-12-30,,83.8731155396
2020-12-31,,83.8731155396
2021-01-04,,83.8731155396
2021-01-05,,83.8731155396
2021-01-06,,83.8689651489
2021-01-07,,83.8731155396
2021-01-08,,83.8731155396
2021-01-11,,83.8731155396
2021-01-12,,83.8731155396
2021-01-13,,83.8689651489
2021-01-14,,83.8689651489
2021-01-15,,83.8731155396
2021-01-19,,83.8689651489
2021-01-20,,83.8731155396
2021-01-21,,83.8731155396
2021-01-22,,83.8731155396
2021-01-25,,83.8773727417
2021-01-26,,83.8773727417
2021-01-27,,83.8773727417
2021-01-28,,83.8773727417
2021-01-29,,83.8773727417
2021-02-01,,83.8773269653
2021-02-02,,83.8731384277
2021-02-03,,83.8731384277
2021-02-04,,83.8731384277
2021-02-05,,83.8773269653
2021-02-08,,83.8773269653
2021-02-09,,83.8731384277
2021-02-10,,83.8773269653
2021-02-11,,83.8773269653
2021-02-12,,83.8773269653
2021-02-16,,83.8773269653
2021-02-17,,83.8731384277
2021-02-18,,83.8773269653
2021-02-19,,83.8773269653
2021-02-22,,83.8773269653
2021-02-23,,83.8773269653
2021-02-24,,83.8815689087
2021-02-25,,83.8731384277
2021-02-26,,83.8773269653
2021-03-01,,83.8899002075
2021-03-02,,83.8899002075
2021-03-03,,83.8731384277
2021-03-04,,83.8815689087
2021-03-05,,83.8815689087
2021-03-08,,83.8815689087
2021-03-09,,83.8773269653
2021-03-10,,83.8815689087
2021-03-11,,83.8773269653
2021-03-12,,83.8773269653
2021-03-15,,83.8815689087
2021-03-16,,83.8857192993
2021-03-17,,83.8857192993
2021-03-18,,83.8815689087
2021-03-19,,83.8857192993
2021-03-22,,83.8823318481
2021-03-23,,83.8882293701
2021-03-24,,83.8857192993
2021-03-25,,83.8815689087
2021-03-26,,83.8857192993
2021-03-29,,83.8773269653
2021-03-30,,83.8857192993
2021-03-31,,83.8773269653
2021-04-01,,83.8865737915
2021-04-05,,83.8823776245
2021-04-06,,83.8907699585
2021-04-07,,83.8823776245
2021-04-08,,83.8907699585
2021-04-09,,83.8823776245
2021-04-12,,83.8823776245
2021-04-13,,83.8865737915
2021-04-14,,83.8865737915
2021-04-15,,83.8865737915
2021-04-16,,83.8907699585
2021-04-19,,83.8907699585
2021-04-20,,83.8865737915
2021-04-21,,83.8823776245
2021-04-22,,83.8907699585
2021-04-23,,83.8907699585
2021-04-26,,83.8823776245
2021-04-27,,83.8823776245
2021-04-28,,83.8865737915
2021-04-29,,83.8907699585
2021-04-30,,83.8907699585
2021-05-03,,83.8941268921
2021-05-04,,83.8857345581
2021-05-05,,83.8899307251
2021-05-06,,83.8899307251
2021-05-07,,83.8873977661
2021-05-10,,83.8941268921
2021-05-11,,83.8857345581
2021-05-12,,83.8899307251
2021-05-13,,83.8857345581
2021-05-14,,83.8899307251
2021-05-17,,83.8857345581
2021-05-18,,83.8899307251
2021-05-19,,83.8857345581
2021-05-20,,83.8857345581
2021-05-21,,83.8857345581
2021-05-24,,83.8924102783
2021-05-25,,83.8941268921
2021-05-26,,83.8899307251
2021-05-27,,83.8857345581
2021-05-28,,83.8941268921
2021-06-01,,83.8916168213
2021-06-02,,83.8916168213
2021-06-03,,83.8873977661
2021-06-04,,83.8873977661
2021-06-07,,83.8890533447
2021-06-08,,83.8957824707
2021-06-09,,83.8916168213
2021-06-10,,83.8916168213
2021-06-11,,83.8916168213
2021-06-14,,83.8916168213
2021-06-15,,83.8916168213
2021-06-16,,83.8916168213
2021-06-17,,83.8890533447
2021-06-18,,83.8832168579
2021-06-21,,83.8832168579
2021-06-22,,83.8957824707
2021-06-23,,83.8873977661
2021-06-24,,83.8873977661
2021-06-25,,83.8957824707
2021-06-28,,83.8873977661
2021-06-29,,83.8916168213
2021-06-30,,83.8916168213
2021-07-01,,83.8899230957
2021-07-02,,83.8899230957
2021-07-06,,83.8932495117
2021-07-07,,83.8890533447
2021-07-08,,83.8890533447
2021-07-09,,83.8890533447
2021-07-12,,83.8890533447
2021-07-13,,83.8932495117
2021-07-14,,83.8890533447
2021-07-15,,83.8890533447
2021-07-16,,83.8932495117
2021-07-19,,83.8932495117
2021-07-20,,83.8890533447
2021-07-21,,83.8974533081
2021-07-22,,83.8932495117
2021-07-23,,83.8974533081
2021-07-26,,83.8899230957
2021-07-27,,83.8932495117
2021-07-28,,83.8974533081
2021-07-29,,83.8966369629
2021-07-30,,83.8932495117
2021-08-02,,83.8865509033
2021-08-03,,83.8949508667
2021-08-04,,83.8991470337
2021-08-05,,83.8949508667
2021-08-06,,83.8949508667
2021-08-09,,83.8907394409
2021-08-10,,83.8907394409
2021-08-11,,83.8907394409
2021-08-12,,83.8865509033
2021-08-13,,83.8949508667
2021-08-16,,83.8991470337
2021-08-17,,83.8823776245
2021-08-18,,83.8949508667
2021-08-19,,83.8907394409
2021-08-20,,83.8991470337
2021-08-23,,83.8907394409
2021-08-24,,83.8949508667
2021-08-25,,83.8907394409
2021-08-26,,83.8949508667
2021-08-27,,83.8949508667
2021-08-30,,83.8949508667
2021-08-31,,83.8949508667
2021-09-01,,83.8974456787
2021-09-02,,83.8949432373
2021-09-03,,83.8974456787
2021-09-07,,83.9016418457
2021-09-08,,83.8974456787
2021-09-09,,83.8907318115
2021-09-10,,83.9016418457
2021-09-13,,83.8974456787
2021-09-14,,83.8932418823
2021-09-15,,83.9016418457
2021-09-16,,83.9016418457
2021-09-17,,83.8974456787
2021-09-20,,83.8949432373
2021-09-21,,83.8974456787
2021-09-22,,83.8974456787
2021-09-23,,83.8941040039
2021-09-24,,83.8974456787
2021-09-27,,83.8974456787
2021-09-28,,83.8932418823
2021-09-29,,83.9016418457
2021-09-30,,83.8974456787
2021-10-01,,83.8915710449
2021-10-04,,83.8966217041
2021-10-05,,83.8999710083
2021-10-06,,83.8915710449
2021-10-07,,83.8915710449
2021-10-08,,83.9008178711
2021-10-11,,83.8957595825
2021-10-12,,83.8957595825
2021-10-13,,83.8957595825
2021-10-14,,83.8957595825
2021-10-15,,83.8957595825
2021-10-18,,83.9033432007
2021-10-19,,83.8957595825
2021-10-20,,83.8957595825
2021-10-21,,83.9041519165
2021-10-22,,83.9008178711
2021-10-25,,83.8873825073
2021-10-26,,83.8957595825
2021-10-27,,83.8899002075
2021-10-28,,83.8915710449
2021-10-29,,83.8957595825
2021-11-01,,83.8982849121
2021-11-02,,83.9066925049
2021-11-03,,83.9066925049
2021-11-04,,83.8982849121
2021-11-05,,83.8982849121
2021-11-08,,83.9024810791
2021-11-09,,83.8982849121
2021-11-10,,83.9066925049
2021-11-11,,83.8982849121
2021-11-12,,83.8982849121
2021-11-15,,83.8982849121
2021-11-16,,83.8898773193
2021-11-17,,83.8982849121
2021-11-18,,83.8982849121
2021-11-19,,83.8982849121
2021-11-22,,83.8982849121
2021-11-23,,83.9033432007
2021-11-24,,83.9066925049
2021-11-26,,83.8982849121
2021-11-29,,83.9024810791
2021-11-30,,83.8982849121
2021-12-01,,83.8966445923
2021-12-02,,83.8966445923
2021-12-03,,83.9008178711
2021-12-06,,83.9008178711
2021-12-07,,83.8991165161
2021-12-08,,83.8966445923
2021-12-09,,83.9008178711
2021-12-10,,83.9050140381
2021-12-13,,83.9050140381
2021-12-14,,83.9008178711
2021-12-15,,83.9008178711
2021-12-16,,83.9091949463
2021-12-17,,83.9050140381
2021-12-20,,83.9008178711
2021-12-21,,83.9041519165
2021-12-22,,83.9050140381
2021-12-23,,83.9125289917
2021-12-27,,83.9050140381
2021-12-28,,83.9050140381
2021-12-29,,83.9008178711
2021-12-30,,83.9008178711
2021-12-31,,83.9091949463
2022-01-03,,83.9050140381
2022-01-04,,83.8974533081
2022-01-05,,83.9008178711
2022-01-06,,83.9050140381
2022-01-07,,83.9091949463
2022-01-10,,83.9050140381
2022-01-11,,83.9050140381
2022-01-12,,83.9041519165
2022-01-13,,83.9008178711
2022-01-14,,83.9091949463
2022-01-18,,83.9108581543
2022-01-19,,83.9091949463
2022-01-20,,83.9050140381
2022-01-21,,83.9050140381
2022-01-24,,83.8966445923
2022-01-25,,83.9067001343
2022-01-26,,83.9091949463
2022-01-27,,83.9050140381
2022-01-28,,83.9125289917
2022-01-31,,83.9091949463
2022-02-01,,83.9125289917
2022-02-02,,83.9067001343
2022-02-03,,83.9067001343
2022-02-04,,83.9058151245
2022-02-07,,83.9108657837
2022-02-08,,83.9091949463
2022-02-09,,83.9108657837
2022-02-10,,83.9067001343
2022-02-11,,83.8982772827
2022-02-14,,83.9067001343
2022-02-15,,83.9067001343
2022-02-16,,83.9150924683
2022-02-17,,83.9150924683
2022-02-18,,83.9150924683
2022-02-22,,83.9074935913
2022-02-23,,83.9150924683
2022-02-24,,83.9067001343
2022-02-25,,83.9150924683
2022-02-28,,83.9150924683
2022-03-01,,83.9217910767
2022-03-02,,83.9134063721
2022-03-03,,83.9175796509
2022-03-04,,83.9217910767
2022-03-07,,83.9217910767
2022-03-08,,83.9217910767
2022-03-09,,83.9134063721
2022-03-10,,83.9217910767
2022-03-11,,83.9217910767
2022-03-14,,83.9217910767
2022-03-15,,83.9134063721
2022-03-16,,83.9217910767
2022-03-17,,83.9217910767
2022-03-18,,83.9217910767
2022-03-21,,83.9217910767
2022-03-22,,83.9259872437
2022-03-23,,83.9301528931
2022-03-24,,83.9301528931
2022-03-25,,83.9217910767
2022-03-28,,83.9217910767
2022-03-29,,83.9301528931
2022-03-30,,83.9385681152
2022-03-31,,83.9385681152
2022-04-01,,83.9368972778
2022-04-04,,83.9368972778
2022-04-05,,83.9318389893
2022-04-06,,83.9326782227
2022-04-07,,83.9368972778
2022-04-08,,83.9368972778
2022-04-11,,83.9368972778
2022-04-12,,83.9368972778
2022-04-13,,83.9410552979
2022-04-14,,83.9435958862
2022-04-18,,83.9452743530
2022-04-19,,83.9452743530
2022-04-20,,83.9452743530
2022-04-21,,83.9452743530
2022-04-22,,83.9452743530
2022-04-25,,83.9494705200
2022-04-26,,83.9536666870
2022-04-27,,83.9536666870
2022-04-28,,83.9620590210
2022-04-29,,83.9620590210
2022-05-02,,83.9579010010
2022-05-03,,83.9579010010
2022-05-04,,83.9579010010
2022-05-05,,83.9662475586
2022-05-06,,83.9662475586
2022-05-09,,83.9662475586
2022-05-10,,83.9662475586
2022-05-11,,83.9662475586
2022-05-12,,83.9662475586
2022-05-13,,83.9662475586
2022-05-16,,83.9662475586
2022-05-17,,83.9746475220
2022-05-18,,83.9746475220
2022-05-19,,83.9830398560
2022-05-20,,83.9746475220
2022-05-23,,83.9872283936
2022-05-24,,83.9914245605
2022-05-25,,83.9914245605
2022-05-26,,83.9997863770
2022-05-27,,83.9997863770
2022-05-31,,83.9997863770
2022-06-01,,84.0006790161
2022-06-02,,84.0090484619
2022-06-03,,84.0090484619
2022-06-06,,84.0006790161
2022-06-07,,84.0006790161
2022-06-08,,84.0006790161
2022-06-09,,84.0090484619
2022-06-10,,84.0090484619
2022-06-13,,84.0006790161
2022-06-14,,84.0006790161
2022-06-15,,83.9964599609
2022-06-16,,84.0174484253
2022-06-17,,84.0258636475
2022-06-21,,84.0426254272
2022-06-22,,84.0342636108
2022-06-23,,84.0426254272
2022-06-24,,84.0258636475
2022-06-27,,84.0426254272
2022-06-28,,84.0426254272
2022-06-29,,84.0510253906
2022-06-30,,84.0678558350
2022-07-01,,84.0586013794
2022-07-05,,84.0669784546
2022-07-06,,84.0669784546
2022-07-07,,84.0753936768
2022-07-08,,84.0753936768
2022-07-11,,84.0753936768
2022-07-12,,84.0669784546
2022-07-13,,84.0586013794
2022-07-14,,84.0838012695
2022-07-15,,84.0753936768
2022-07-18,,84.0838012695
2022-07-19,,84.0922012329
2022-07-20,,84.0922012329
2022-07-21,,84.1005859375
2022-07-22,,84.1174240112
2022-07-25,,84.1174240112
2022-07-26,,84.1089935303
2022-07-27,,84.1258239746
2022-07-28,,84.1258239746
2022-07-29,,84.1089935303
2022-08-01,,84.1476898193
2022-08-02,,84.1519012451
2022-08-03,,84.1645431519
2022-08-04,,84.1729660034
2022-08-05,,84.1729660034
2022-08-08,,84.1729660034
