date,QQQ_return,v1_return,v2_return,QQQ_equity,v1_equity,v2_equity
2007-05-30,0.0,0.0,0.0,1.0,1.0,1.0
2007-05-31,0.004661720847226158,4.3079209003610716e-05,4.3079209003610716e-05,1.0046617208472262,1.0000430792090036,1.0000430792090036
2007-06-01,0.0006329913049292202,0.00025605298963439954,0.00025605298963439954,1.0052976629809176,1.0002991432291983,1.0002991432291983
2007-06-04,0.0029508399116175976,0.00021900701244104964,0.00021900701244104964,1.0082641354478976,1.0005182157561043,1.0005182157561043
2007-06-05,0.0,-3.110518196669113e-05,-3.110518196669113e-05,1.0082641354478976,1.0004870944549422,1.0004870944549422
2007-06-06,-0.010718663314094767,0.0004231662863380034,0.0004231662863380034,0.9974568916483547,1.0009104668632318,1.0009104668632318
2007-06-07,-0.015508215095053512,-0.0003349654275201785,-0.0003349654275201785,0.9819881156246285,1.0005751964607896,1.0005751964607896
2007-06-08,0.01229982223672721,0.00016303544990726695,0.00016303544990726695,0.9940663948853902,1.0007383256881108,1.0007383256881108
2007-06-11,-0.0019181706389819198,0.0004737693410345335,0.0004737693410345335,0.9921596059135224,1.0012124448252202,1.0012124448252202
2007-06-12,-0.00598068466231183,-0.0009392394824907252,-0.0009392394824907252,0.98622581217587,1.0002720665666793,1.0002720665666793
2007-06-13,0.01095808825382294,0.0009296903425111351,0.0009296903425111351,0.9970329616638914,1.00120200984685,1.00120200984685
2007-06-14,0.006588529797187714,0.0004373656810247036,0.0004373656810247036,1.0036019430405922,1.0016399012457298,1.0016399012457298
2007-06-15,0.009234817586500688,0.0009056652943156046,0.0009056652943156046,1.0128700239140298,1.0025470517416897,1.0025470517416897
2007-06-18,0.00020922510559473473,0.00020964088908972475,0.00020964088908972475,1.013081941751737,1.002757226596971,1.002757226596971
2007-06-19,-0.00020918133960678986,4.579457920544155e-05,4.579457920544155e-05,1.0128700239140298,1.0028031474422083,1.0028031474422083
2007-06-20,-0.009421926958219862,0.00013400416424417947,0.00013400416424417947,1.0033268365305414,1.0029375272398826,1.0029375272398826
2007-06-21,0.009089019716206348,-9.455335022876852e-06,-9.455335022876852e-06,1.0124460939295665,1.0029280441295556,1.0029280441295556
2007-06-22,-0.009426524159025562,0.000875260694196993,0.000875260694196993,1.0029022463654285,1.0038058676256902,1.0038058676256902
2007-06-25,-0.004229100805660191,-0.0004392800288201879,-0.0004392800288201879,0.998660871667326,1.0033649157552298,1.0033649157552298
2007-06-26,-0.00573360933159639,0.00016858833016395982,0.00016858833016395982,0.992934940374434,1.003534071370922,1.003534071370922
2007-06-27,0.015378238405256539,-0.00019697671153062524,-0.00019697671153062524,1.0082045306084213,1.0033363985296344,1.0033363985296344
2007-06-28,-0.00042085431841165644,0.00046657977215872553,0.00046657977215872553,1.0077802233778725,1.003804534997859,1.003804534997859
2007-06-29,0.001683470961415301,0.0004557115951734907,0.0004557115951734907,1.0094767921194179,1.0042619803637454,1.0042619803637454
2007-07-02,0.009033834252812678,0.00034205469309883137,0.00034205469309883137,1.0185962381414857,1.0046054928872294,1.0046054928872294
2007-07-03,0.005829628589639979,0.004756058634457867,0.004756058634457867,1.024534275892655,1.0093834555158996,1.0093834555158996
2007-07-05,0.007244755211308185,0.007137301739795612,0.007137301739795612,1.0319567759270922,1.016587729809074,1.016587729809074
2007-07-06,0.004110214131601619,0.0040910049928538,0.0040910049928538,1.0361983392507097,1.0207465952873969,1.0207465952873969
2007-07-09,0.0006139082935823215,0.0006354347430742559,0.0006354347430742559,1.0368344700049719,1.0213952131379171,1.0213952131379171
