strategy,total_return,annual_return,max_drawdown,volatility,sharpe,observations,complete_years,mdd_no_worse_years,mdd_strictly_better_years,return_within_5pp_years,both_within_5pp_years,return_within_10pp_years,both_within_10pp_years,min_return_gap,median_return_gap,min_mdd_gap,median_mdd_gap,strict_eligible,strict_mdd_eligible,risk_first_eligible,entry_vix,severe_vix,normal_qqq_cap,severe_qqq_cap,exit_mode,pass_80pct_objective
neighbor,16.99725892287222,0.16275717405198753,-0.42501099675293974,0.18709427392102793,0.899902468262398,4830,18,18,18,17,17,18,18,-0.07121237885832121,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,20.0,35.0,0.8,0.4,fast,True
neighbor,18.557843460246787,0.16781289863720272,-0.4132443906582013,0.18745216820597416,0.921687755720365,4830,18,18,18,17,17,18,18,-0.05492961867480339,-0.004378602020566391,0.00021862940144601328,0.0048243721264336625,False,False,True,20.0,35.0,0.8,0.4,medium,True
neighbor,17.284110294807988,0.16371687054850526,-0.42802073233991855,0.18760567869545927,0.9023545897319644,4830,18,18,18,17,17,18,18,-0.067422229467764,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,20.0,35.0,0.8,0.45,fast,True
neighbor,18.676947261741745,0.16818288104734158,-0.4163157176371919,0.1879554640862697,0.9214033867987153,4830,18,18,18,17,17,18,18,-0.05162892601074587,-0.004378602020566391,0.00021862940144601328,0.0048243721264336625,False,False,True,20.0,35.0,0.8,0.45,medium,True
neighbor,16.539038448877026,0.16119364245186785,-0.4246142037976707,0.1871810713020948,0.8923920872535354,4830,18,18,18,17,17,18,18,-0.07506679562936203,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,20.0,35.0,0.85,0.35,fast,True
neighbor,18.32724528518729,0.16709046132369032,-0.4161290161751975,0.18756872272666072,0.9179426301261693,4830,18,18,18,17,17,18,18,-0.05822917669892491,-0.0037411280157342297,0.00021862940144601328,0.0048243721264336625,False,False,True,20.0,35.0,0.85,0.35,medium,True
neighbor,16.82295575181272,0.16216691492687518,-0.4272167153506067,0.18762291595882696,0.8951953037646039,4830,18,18,18,17,17,18,18,-0.07121237885832121,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,20.0,35.0,0.85,0.4,fast,True
neighbor,18.449657619291216,0.16747497603485062,-0.41876990684517457,0.18800340218459186,0.9180033851589223,4830,18,18,18,17,17,18,18,-0.05492961867480339,-0.0037411280157342297,0.00021862940144601328,0.0048243721264336625,False,False,True,20.0,35.0,0.85,0.4,medium,True
neighbor,17.10703355607993,0.1631261396064565,-0.4302147637784942,0.18813282411958895,0.897660471353719,4830,18,18,18,17,17,18,18,-0.067422229467764,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,20.0,35.0,0.85,0.45,fast,True
neighbor,18.56810797675075,0.16784486816441646,-0.42181216735403415,0.18850515372512805,0.9177372032853934,4830,18,18,18,17,17,18,18,-0.05162892601074587,-0.0037411280157342297,0.00021862940144601328,0.0048243721264336625,False,False,True,20.0,35.0,0.85,0.45,medium,True
neighbor,17.690579064816255,0.1650526046301768,-0.39649092069095826,0.18295809499125326,0.9268349573302195,4830,18,18,18,17,17,18,18,-0.07506679562936203,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.75,0.35,fast,True
neighbor,20.270879128845394,0.17293990568079698,-0.37883600383328575,0.18359205397508302,0.9610267846286393,4830,18,18,18,17,17,18,18,-0.05822917669892491,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.75,0.35,medium,True
neighbor,17.90970305019485,0.16576130837857272,-0.40205353528537113,0.18376438897838773,0.9268797998859336,4830,18,18,18,17,17,18,18,-0.07121237885832121,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.75,0.4,fast,True
neighbor,20.262859518361847,0.17291682893227467,-0.3852934883464689,0.1843596685565342,0.9576805921169537,4830,18,18,18,17,17,18,18,-0.05492961867480339,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.75,0.4,medium,True
neighbor,18.122659277970172,0.1664426446460947,-0.40804036174978964,0.18469716392442628,0.9262894912152763,4830,18,18,18,17,17,18,18,-0.067422229467764,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.75,0.45,fast,True
neighbor,20.245631686374477,0.1728672272505647,-0.3921728966909045,0.18524705068333366,0.9537451264387004,4830,18,18,18,17,17,18,18,-0.05162892601074587,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.75,0.45,medium,True
neighbor,17.744757855060744,0.16522856286440635,-0.3953026148041724,0.18307191407046336,0.9271986898926957,4830,18,18,18,17,17,18,18,-0.07506679562936203,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.8,0.35,fast,True
neighbor,20.19517744045625,0.1727217417913507,-0.3787860134810661,0.18381555892055385,0.9590702856640414,4830,18,18,18,17,17,18,18,-0.05822917669892491,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.8,0.35,medium,True
neighbor,17.964516293564596,0.16593737131861896,-0.4008762009119088,0.1838777184218453,0.9272443788384438,4830,18,18,18,17,17,18,18,-0.07121237885832121,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.8,0.4,fast,True
neighbor,20.18718812250086,0.17269867439230224,-0.3852439854991361,0.18458222180413833,0.9557412090384818,4830,18,18,18,17,17,18,18,-0.05492961867480339,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.8,0.4,medium,True
neighbor,18.178089070325214,0.16661880812682495,-0.40687483404833646,0.1848099307774834,0.9266554129307203,4830,18,18,18,17,17,18,18,-0.067422229467764,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.8,0.45,fast,True
neighbor,20.170023337014428,0.1726490869508519,-0.3921239164315885,0.1854685170052905,0.9518253227836297,4830,18,18,18,17,17,18,18,-0.05162892601074587,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.8,0.45,medium,True
neighbor,17.823616532477892,0.16548381525287215,-0.39357330634589793,0.18316603437939852,0.9280135273423809,4830,18,18,18,17,17,18,18,-0.07506679562936203,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.85,0.35,fast,True
neighbor,20.22279907474148,0.17280142973545987,-0.3788858008414827,0.18394934900836837,0.9588771778463953,4830,18,18,18,17,17,18,18,-0.05822917669892491,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.85,0.35,medium,True
neighbor,18.04429553854271,0.16619276635685498,-0.3991629278787001,0.18397148214036418,0.9280574227340722,4830,18,18,18,17,17,18,18,-0.07121237885832121,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.85,0.4,fast,True
neighbor,20.21479696363368,0.1727783539003125,-0.3853428059399142,0.18471548829770532,0.9555540225734496,4830,18,18,18,17,17,18,18,-0.05492961867480339,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.85,0.4,medium,True
neighbor,18.258762762534346,0.1668743397773853,-0.4051788103145588,0.18490327715571767,0.9274667497934247,4830,18,18,18,17,17,18,18,-0.067422229467764,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.85,0.45,fast,True
neighbor,20.19760742020286,0.1727287561890971,-0.3922217009044473,0.18560117866713555,0.9516449430632411,4830,18,18,18,17,17,18,18,-0.05162892601074587,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,25.0,0.85,0.45,medium,True
neighbor,18.27814603717482,0.16693558457487478,-0.3732236100234727,0.1849229541513201,0.9276759913170377,4830,18,18,18,17,17,18,18,-0.07506679562936203,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.75,0.35,fast,True
neighbor,20.264862276592996,0.17292259272159183,-0.36102646973297814,0.18538373253160195,0.9534378875030427,4830,18,18,18,17,17,18,18,-0.05822917669892491,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.75,0.35,medium,True
neighbor,18.422266995635017,0.16738913776233355,-0.3819925062138846,0.18549654102159135,0.9274721863997449,4830,18,18,18,17,17,18,18,-0.07121237885832121,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.75,0.4,fast,True
neighbor,20.264941385502873,0.1729228203805906,-0.36996600964695336,0.1859333337142577,0.9511656180437336,4830,18,18,18,17,17,18,18,-0.05492961867480339,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.75,0.4,medium,True
neighbor,18.560823104021964,0.16782218057606868,-0.3911101842689234,0.18616445736975504,0.9267997907327753,4830,18,18,18,17,17,18,18,-0.067422229467764,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.75,0.45,fast,True
neighbor,20.25805643964586,0.172903003931683,-0.37926111876056334,0.18657376315234783,0.9484447933209889,4830,18,18,18,17,17,18,18,-0.05162892601074587,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.75,0.45,medium,True
neighbor,18.3297394529284,0.16709831887218152,-0.3691270198210699,0.1851907942321431,0.9273566365682538,4830,18,18,18,17,17,18,18,-0.07506679562936203,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.8,0.35,fast,True
neighbor,20.158952919159855,0.17261708534234055,-0.35884155355427394,0.1857402600094284,0.9505620253623173,4830,18,18,18,17,17,18,18,-0.05822917669892491,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.8,0.35,medium,True
neighbor,18.474250577596933,0.16755194926188755,-0.3779532122486975,0.1857634909619197,0.9271585543098705,4830,18,18,18,17,17,18,18,-0.07121237885832121,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.8,0.4,fast,True
neighbor,20.159036348202456,0.17261732657266649,-0.3678116442107551,0.18628874994412015,0.9483082459556521,4830,18,18,18,17,17,18,18,-0.05492961867480339,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.8,0.4,medium,True
neighbor,18.613182013349775,0.16798506639852495,-0.38713046676213103,0.18643038802261616,0.9264933105440875,4830,18,18,18,17,17,18,18,-0.067422229467764,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.8,0.45,fast,True
neighbor,20.152190396067976,0.17259752889306723,-0.3771385205096912,0.18692790250547847,0.9456088432303101,4830,18,18,18,17,17,18,18,-0.05162892601074587,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.8,0.45,medium,True
neighbor,18.404375474551816,0.16733300633689696,-0.3651922905976337,0.18540448473677917,0.9275870646136374,4830,18,18,18,17,17,18,18,-0.07506679562936203,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.85,0.35,fast,True
neighbor,20.14214414844295,0.17256846534118098,-0.3577535311199296,0.1859813135274341,0.9493487272922294,4830,18,18,18,17,17,18,18,-0.05822917669892491,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.85,0.35,medium,True
neighbor,18.5494469169072,0.1677867352105693,-0.3740735145027311,0.18597648972518838,0.9273919498068565,4830,18,18,18,17,17,18,18,-0.07121237885832121,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.85,0.4,fast,True
neighbor,20.142230421685014,0.17256871498330528,-0.366738826364299,0.18652905772500736,0.947105214634964,4830,18,18,18,17,17,18,18,-0.05492961867480339,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.85,0.4,medium,True
neighbor,18.688917151793408,0.16821994668837958,-0.3833079906526504,0.1866425921336616,0.9267305769194057,4830,18,18,18,17,17,18,18,-0.067422229467764,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.85,0.45,fast,True
neighbor,20.135392810915302,0.17254892652963605,-0.37608151330933703,0.18716735287477457,0.9444177122356366,4830,18,18,18,17,17,18,18,-0.05162892601074587,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,30.0,0.85,0.45,medium,True
neighbor,16.801869228845767,0.16209513702059875,-0.42032934772331554,0.18643050703495545,0.8993848040883807,4830,18,18,18,17,17,18,18,-0.07506679562936203,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.75,0.35,fast,True
neighbor,18.93285933514105,0.16897071509369854,-0.4090488904802373,0.186738972369059,0.9298019417857608,4830,18,18,18,17,17,18,18,-0.05822917669892491,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.75,0.35,medium,True
neighbor,17.090031402445653,0.1630691323435609,-0.4229515277680411,0.186874258097261,0.9021735422185234,4830,18,18,18,17,17,18,18,-0.07121237885832121,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.75,0.4,fast,True
neighbor,19.059096377500993,0.16935581567459645,-0.4117220984487713,0.18717571444086364,0.9298251784076809,4830,18,18,18,17,17,18,18,-0.05492961867480339,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.75,0.4,medium,True
neighbor,17.378356223701825,0.16402906908414172,-0.42597218592764063,0.18738633489323292,0.9046191004535189,4830,18,18,18,17,17,18,18,-0.067422229467764,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.75,0.45,fast,True
neighbor,19.181247214065028,0.16972627025471643,-0.41480153896190464,0.1876798140763294,0.9295145878626266,4830,18,18,18,17,17,18,18,-0.05162892601074587,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.75,0.45,medium,True
neighbor,16.682056698336662,0.16168576249835231,-0.4223716937601064,0.18689987587890583,0.8957155959304248,4830,18,18,18,17,17,18,18,-0.07506679562936203,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.8,0.35,fast,True
neighbor,18.647515404350624,0.16809165218916466,-0.412954304451579,0.18729620247138187,0.9235801989596057,4830,18,18,18,17,17,18,18,-0.05822917669892491,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.8,0.35,medium,True
neighbor,16.96828448335253,0.16265943172135278,-0.42498449178413944,0.18734244564584215,0.8985117038118804,4830,18,18,18,17,17,18,18,-0.07121237885832121,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.8,0.4,fast,True
neighbor,18.77195075296506,0.16847647989184478,-0.415609700346788,0.1877315804306682,0.9236245521550197,4830,18,18,18,17,17,18,18,-0.05492961867480339,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.8,0.4,medium,True
neighbor,17.25467395511702,0.16361904725315513,-0.42799436610933295,0.18785317686109604,0.9009676024271437,4830,18,18,18,17,17,18,18,-0.067422229467764,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.8,0.45,fast,True
neighbor,18.892358429938035,0.1688466725354827,-0.4186686462946565,0.18823412385132066,0.9233391178086497,4830,18,18,18,17,17,18,18,-0.05162892601074587,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.8,0.45,medium,True
neighbor,16.569566838609084,0.16129900789250073,-0.4246142037976707,0.1873267646168274,0.892329827346436,4830,18,18,18,17,17,18,18,-0.07506679562936203,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.85,0.35,fast,True
neighbor,18.43198208942146,0.16741959659155348,-0.41787175804371834,0.18774995444785197,0.9187420903868362,4830,18,18,18,17,17,18,18,-0.05822917669892491,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.85,0.35,medium,True
neighbor,16.853978307523853,0.16227236861496475,-0.4272167153506067,0.1877682644374234,0.8951326591999685,4830,18,18,18,17,17,18,18,-0.07121237885832121,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.85,0.4,fast,True
neighbor,18.555057791557754,0.1678042197410543,-0.4205047661662349,0.18818421254662332,0.9188029975381048,4830,18,18,18,17,17,18,18,-0.05492961867480339,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.85,0.4,medium,True
neighbor,17.13855055651376,0.16323168026720247,-0.4302147637784942,0.18827777696027234,0.8975979795333299,4830,18,18,18,17,17,18,18,-0.067422229467764,-0.0053748156062133345,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.85,0.45,fast,True
neighbor,18.674150046593216,0.16817421618519424,-0.42353794611635776,0.188685480545529,0.9185372983328082,4830,18,18,18,17,17,18,18,-0.05162892601074587,-0.003229152557217896,0.00021862940144601328,0.0048243721264336625,False,False,True,25.0,35.0,0.85,0.45,medium,True
