date,QQQ,QLD,XLU,IAU,TLT,BIL,SVXY
2009-09-04,34.9004287720,0.7093310952,8.0367012024,19.5200004578,57.8441581726,73.4859466553,
2009-09-08,35.2290077209,0.7235295773,8.0561532974,19.5119991302,57.4370803833,73.4859466553,
2009-09-09,35.5316734314,0.7355911136,8.0450372696,19.4479999542,57.3702659607,73.4378814697,
2009-09-10,35.8688964844,0.7493315339,8.0450372696,19.5520000458,58.4274177551,73.4539108276,
2009-09-11,35.9035148621,0.7505529523,8.0422592163,19.7560005188,58.7493782043,73.4378814697,
2009-09-14,36.0418586731,0.7565073371,8.1589736938,19.6119995117,58.1661796570,73.4378814697,
2009-09-15,36.1542778015,0.7615455985,8.2201108932,19.7940006256,57.8684844971,73.4378814697,
2009-09-16,36.6817550659,0.7838366628,8.3507232666,19.9899997711,57.9717559814,73.4378814697,
2009-09-17,36.6731071472,0.7832260132,8.2951478958,19.8920001984,58.7008323669,73.4539108276,
2009-09-18,36.7345733643,0.7870425582,8.3330459595,19.7660007477,58.1783142090,73.4378814697,
2009-09-21,36.8470954895,0.7904009819,8.2937355042,19.7000007629,58.3119888306,73.4859466553,
2009-09-22,36.9163360596,0.7937602997,8.2712774277,19.9440002441,58.4335327148,73.4378814697,
2009-09-23,36.7432212830,0.7855154276,8.2432012558,19.7859992981,58.6096916199,73.4699172974,
2009-09-24,36.4143028259,0.7720798254,8.2207374573,19.5219993591,58.7797660828,73.4378814697,
2009-09-25,36.0940551758,0.7586444020,8.1982793808,19.4260005951,59.5270423889,73.4699172974,
2009-09-28,36.7086143494,0.7842940688,8.2684698105,19.4260005951,60.0495376587,73.4859466553,
2009-09-29,36.5441551208,0.7777296305,8.2853145599,19.4939994812,59.9949035645,73.4859466553,
2009-09-30,36.5701103210,0.7781867981,8.2347812653,19.7859992981,59.9402046204,73.4859466553,
2009-10-01,35.4881477356,0.7328425050,8.0943984985,19.6040000916,60.7610969543,73.4410781860,
2009-10-02,35.3842887878,0.7278044820,8.0073595047,19.6840000153,60.3405380249,73.4410781860,
2009-10-05,35.6699218750,0.7398660183,8.0943984985,19.9659996033,60.3466873169,73.4731445312,
2009-10-06,36.3017807007,0.7655156255,8.1561679840,20.4659996033,59.7493934631,73.4410781860,
2009-10-07,36.4056510925,0.7699428797,8.1617774963,20.4820003510,60.4503173828,73.4731445312,
2009-10-08,36.5614624023,0.7769653797,8.1617774963,20.7420005798,59.8164749146,73.4410781860,
2009-10-09,36.7691841125,0.7849046588,8.2123165131,20.5839996338,58.4452209473,73.4571075439,
2009-10-12,36.8470954895,0.7887221575,8.2965450287,20.7240009308,58.5367050171,73.4571075439,
2009-10-13,36.8557701111,0.7885687351,8.2375888824,20.8540000916,58.8413467407,73.4571075439,
2009-10-14,37.3577690125,0.8102492690,8.2432012558,20.8439998627,57.9699172974,73.4410781860,
