end,start,strategy,annualized_return,max_drawdown
2012-08-01,2009-08-04,selected,0.18358138671658608,-0.1588694580429032
2012-08-02,2009-08-05,QQQ,0.18140657264871085,-0.16099267605668077
2012-08-02,2009-08-05,selected,0.1821784810626772,-0.1588694580429031
2012-08-03,2009-08-06,QQQ,0.19190649263778403,-0.16099267605668088
2012-08-03,2009-08-06,selected,0.19259991856311887,-0.15886945804290298
2012-08-06,2009-08-07,QQQ,0.1984566133033574,-0.16099267605668088
2012-08-06,2009-08-07,selected,0.19909401552134254,-0.15886945804290298
2012-08-07,2009-08-10,QQQ,0.19672815804869526,-0.16099267605668133
2012-08-07,2009-08-10,selected,0.19738444929599042,-0.15886945804290276
2012-08-08,2009-08-11,QQQ,0.19936193237862376,-0.16099267605668088
2012-08-08,2009-08-11,selected,0.199995019047974,-0.15886945804290298
2012-08-09,2009-08-12,QQQ,0.20401665473980146,-0.160992676056681
2012-08-09,2009-08-12,selected,0.20460393813907451,-0.15886945804290276
2012-08-10,2009-08-13,QQQ,0.19808377576600988,-0.16099267605668077
2012-08-10,2009-08-13,selected,0.19873555730496228,-0.1588694580429032
2012-08-13,2009-08-14,QQQ,0.19684136100240135,-0.16099267605668077
2012-08-13,2009-08-14,selected,0.19747477220252696,-0.1588694580429032
2012-08-14,2009-08-17,QQQ,0.20163353159301933,-0.1609926760566811
2012-08-14,2009-08-17,selected,0.20221297846440378,-0.15886945804290276
2012-08-15,2009-08-18,QQQ,0.2145113706843833,-0.160992676056681
2012-08-15,2009-08-18,selected,0.21497639554808012,-0.1588694580429032
2012-08-16,2009-08-19,QQQ,0.213555851749905,-0.16099267605668077
2012-08-16,2009-08-19,selected,0.2140280899894369,-0.1588694580429031
2012-08-17,2009-08-20,QQQ,0.21254775978718676,-0.16099267605668122
2012-08-17,2009-08-20,selected,0.21301932628909692,-0.15886945804290298
2012-08-20,2009-08-21,QQQ,0.20844251249125523,-0.16099267605668088
2012-08-20,2009-08-21,selected,0.20895474177403273,-0.15886945804290276
2012-08-21,2009-08-24,QQQ,0.20153559477009364,-0.16099267605668088
2012-08-21,2009-08-24,selected,0.20211165046756685,-0.15886945804290264
2012-08-22,2009-08-25,QQQ,0.20357735739774818,-0.16099267605668077
2012-08-22,2009-08-25,selected,0.20416665460007732,-0.15886945804290298
2012-08-23,2009-08-26,QQQ,0.19909473419937207,-0.16099267605668088
2012-08-23,2009-08-26,selected,0.1997295606023104,-0.15886945804290298
2012-08-24,2009-08-27,QQQ,0.20225836293958266,-0.1609926760566811
2012-08-24,2009-08-27,selected,0.20286146621699386,-0.1588694580429031
2012-08-27,2009-08-28,QQQ,0.20191018211903944,-0.16099267605668088
2012-08-27,2009-08-28,selected,0.20251233400161017,-0.15886945804290298
2012-08-28,2009-08-31,QQQ,0.20151418137265886,-0.16099267605668077
2012-08-28,2009-08-31,selected,0.20211201195593165,-0.1588694580429031
2012-08-29,2009-09-01,QQQ,0.2056019961194928,-0.160992676056681
2012-08-29,2009-09-01,selected,0.20615840951905362,-0.15886945804290264
2012-08-30,2009-09-02,QQQ,0.20913341675258734,-0.1609926760566811
2012-08-30,2009-09-02,selected,0.20965418767451127,-0.15886945804290298
2012-08-31,2009-09-03,QQQ,0.21211500585965481,-0.16099267605668088
2012-08-31,2009-09-03,selected,0.21260445801075134,-0.15886945804290298
2012-09-04,2009-09-04,QQQ,0.20903602982606784,-0.16099267605668066
2012-09-04,2009-09-04,selected,0.20954420424606623,-0.15886945804290287
2012-09-05,2009-09-08,QQQ,0.2000763583854943,-0.16099267605668077
2012-09-05,2009-09-08,selected,0.20067065378690296,-0.15886945804290298
2012-09-06,2009-09-09,QQQ,0.20512146749087878,-0.160992676056681
2012-09-06,2009-09-09,selected,0.20567189012626463,-0.1588694580429031
2012-09-07,2009-09-10,QQQ,0.20111372262715488,-0.160992676056681
2012-09-07,2009-09-10,selected,0.2017342556236028,-0.15886945804290264
2012-09-10,2009-09-11,QQQ,0.19219953258822287,-0.1609926760566811
2012-09-10,2009-09-11,selected,0.1928777207184449,-0.15886945804290298
2012-09-11,2009-09-14,QQQ,0.19117834315515259,-0.160992676056681
2012-09-11,2009-09-14,selected,0.19184912678148347,-0.15886945804290276
2012-09-12,2009-09-15,QQQ,0.19081024363437926,-0.16099267605668088
2012-09-12,2009-09-15,selected,0.19148587186919763,-0.15886945804290287
2012-09-13,2009-09-16,QQQ,0.1949238302110332,-0.16099267605668122
2012-09-13,2009-09-16,selected,0.1955790139382685,-0.15886945804290298
2012-09-14,2009-09-17,QQQ,0.19269118875368818,-0.16099267605668066
2012-09-14,2009-09-17,selected,0.19333114905329785,-0.1588694580429032
2012-09-17,2009-09-18,QQQ,0.19295489220288498,-0.160992676056681
2012-09-17,2009-09-18,selected,0.19358733750642632,-0.15886945804290287
2012-09-18,2009-09-21,QQQ,0.19262876057257827,-0.160992676056681
