date,QQQ,Ensemble_VolTarget22_fast_ultra_50_50_Buffer1_goldcash
2007-05-30,0.0,0.0
2007-05-31,0.004661720847226158,4.307920900361195e-05
2007-06-01,0.0006329913049292202,0.000256052989634401
2007-06-04,0.0029508399116175976,0.00021900701244104964
2007-06-05,0.0,-3.110518196669138e-05
2007-06-06,-0.010718663314094767,0.00042316628633800354
2007-06-07,-0.015508215095053512,-0.00033496542752018023
2007-06-08,0.01229982223672721,0.00016303544990726527
2007-06-11,-0.0019181706389819198,0.00047376934103453435
2007-06-12,-0.00598068466231183,-0.0009392394824907262
2007-06-13,0.01095808825382294,0.0009296903425111357
2007-06-14,0.006588529797187714,0.0004373656810247036
2007-06-15,0.009234817586500688,0.000905665294315605
2007-06-18,0.00020922510559473473,0.00020964088908972494
2007-06-19,-0.00020918133960678986,4.579457920544228e-05
2007-06-20,-0.009421926958219862,0.00013400416424417822
2007-06-21,0.009089019716206348,-9.4553350228771e-06
2007-06-22,-0.009426524159025562,0.0008752606941969935
2007-06-25,-0.004229100805660191,-0.0004392800288201885
2007-06-26,-0.00573360933159639,0.00016858833016395857
2007-06-27,0.015378238405256539,-0.00019697671153062513
2007-06-28,-0.00042085431841165644,0.0004665797721587265
2007-06-29,0.001683470961415301,0.00045571159517349065
2007-07-02,0.009033834252812678,0.0003420546930988324
2007-07-03,0.005829628589639979,0.004756058634457865
2007-07-05,0.007244755211308185,0.0071373017397956115
2007-07-06,0.004110214131601619,0.0040910049928538006
2007-07-09,0.0006139082935823215,0.0006354347430742565
2007-07-10,-0.008386145263820421,-0.008271354797252307
2007-07-11,0.006807024296729525,0.0067110758901393255
2007-07-12,0.015365433220139613,0.015250596224519361
2007-07-13,0.00686049398583255,0.006812339100580469
2007-07-16,-0.0010021528673365143,-0.0009966187205358117
2007-07-17,0.0076224856577225,0.007540514566804958
2007-07-18,-0.0011938865565133128,-0.001122366982681233
2007-07-19,0.0029897466296111563,0.002998455360595957
2007-07-20,-0.00536548476431975,-0.00527982637040261
2007-07-23,0.0003994819882899847,0.0003826455727194535
2007-07-24,-0.01477937211705549,-0.014651261886747135
2007-07-25,0.0014191354655450628,0.00137762572087758
2007-07-26,-0.008502116098014989,-0.008489760463807674
2007-07-27,-0.020211883712177303,-0.02004249367259749
2007-07-30,0.011668509037054076,0.01157232420003128
2007-07-31,-0.021009002983105596,-0.020777216254773252
2007-08-01,0.007784776651137637,0.007728187495644211
2007-08-02,0.009185957925287536,0.009106918953589994
2007-08-03,-0.019032374899120796,-0.01881938339515122
2007-08-06,0.011598422757971072,0.011494155291382481
2007-08-07,0.007087982125465908,0.007033335492509795
2007-08-08,0.010970416284677542,0.010865809323385543
2007-08-09,-0.023136573317300346,-0.022982702386274746
2007-08-10,-0.00901300615144185,-0.00887914050521831
